[description:"Test and symlink .shell" end:"1613214730" entry:"1576338074" modified:"1613214734" project:"shell" status:"deleted" uuid:"74ffc3c1-ef4c-48bc-82d6-ea0d4c2978bb"]
[description:"Test and symlink .vim" end:"1613214734" entry:"1576338081" modified:"1613214734" project:"shell" status:"deleted" uuid:"68d48f2e-d7cb-4643-ab1a-bccfc0c67048"]
[description:"Test and symlink bin" end:"1613214734" entry:"1576338148" modified:"1613214734" project:"shell" status:"deleted" uuid:"f1b1e487-c2f4-4d37-b1fe-16c854ae4e37"]
[description:"Test and symlink polybar" end:"1613214734" entry:"1576338190" modified:"1613214734" project:"shell" status:"deleted" uuid:"66755d27-02ab-41f0-aaed-64aaafbfca48"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1586993494" end:"1610605530" entry:"1601225163" imask:"119.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"64dbbccc-b2dc-4d02-a45c-7ad2015d4cb6"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1587079894" end:"1610605530" entry:"1601225163" imask:"120.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"dd6a872c-d0b4-427e-a397-d1951c571cdb"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1587166294" end:"1610605530" entry:"1601225163" imask:"121.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"d39ccb8b-02f4-4b58-8d3f-24b5cdc9ca8d"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1587252694" end:"1610605530" entry:"1601225163" imask:"122.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"952ef7db-dff0-4819-be14-d0fb0d585c70"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1587339094" end:"1610605530" entry:"1601225163" imask:"123.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"0e4b44d7-bfaf-4d6e-b9c8-06f6a422cd85"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1587425494" end:"1610605530" entry:"1601225163" imask:"124.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"0cb7dcc3-25a9-4b0d-baf4-4ddca8e21c12"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1587511894" end:"1610605530" entry:"1601225163" imask:"125.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"c3073887-5a7d-4b63-9418-054cf25cbe65"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1587598294" end:"1610605530" entry:"1601225163" imask:"126.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"72e7fe2c-0e70-4df0-be12-53769f412c53"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1587684694" end:"1610605530" entry:"1601225163" imask:"127.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"13712522-98cd-4d67-b38f-86aacfacfb58"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1587771094" end:"1610605530" entry:"1601225163" imask:"128.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"f49ef2f2-bdf0-4d87-8078-3fe1356eae07"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1587857494" end:"1610605530" entry:"1601225163" imask:"129.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"148638ee-8fa4-442b-854e-991c6b36a07a"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1587943894" end:"1610605530" entry:"1601225163" imask:"130.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"40497e66-ae3a-43d3-8a95-4e727f40f885"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1588030294" end:"1610605530" entry:"1601225163" imask:"131.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"ec611a36-3969-41f8-9dc8-62d17db7e6c9"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1588116694" end:"1610605530" entry:"1601225163" imask:"132.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"5b89f6cc-f5f0-45d1-a4f0-9628558d1f89"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1588203094" end:"1610605530" entry:"1601225163" imask:"133.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"b40b0994-3b43-48ae-8921-9e2838a60555"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1588289494" end:"1610605530" entry:"1601225163" imask:"134.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"9ee88685-94e9-4c67-b75d-7d47da71a673"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1588375894" end:"1610605530" entry:"1601225163" imask:"135.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"a66d38e5-1ab8-40e3-a5bd-3bc226d2376e"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1588462294" end:"1610605530" entry:"1601225163" imask:"136.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"93af66a0-3869-4999-9cb2-1926d6c87f66"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1588548694" end:"1610605530" entry:"1601225163" imask:"137.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"70482ad5-46ea-4610-bc1c-8b022af48fbe"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1588635094" end:"1610605530" entry:"1601225163" imask:"138.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"a5f27980-d9bb-4e5c-8402-30fd89fb2da3"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1588721494" end:"1610605530" entry:"1601225163" imask:"139.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"48fb55e0-70bc-4bc3-b849-16f10ad1c001"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1588807894" end:"1610605530" entry:"1601225163" imask:"140.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"e19af113-fa98-4cf4-a022-50e07112b628"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1588894294" end:"1610605530" entry:"1601225163" imask:"141.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"f8744bf0-cf53-43ae-b11d-e6357e88ea91"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1588980694" end:"1610605530" entry:"1601225163" imask:"142.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"687298f9-9f55-4998-bf54-8afe3acf900c"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1589067094" end:"1610605530" entry:"1601225163" imask:"143.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"c25c9563-c8dc-4e4e-bef9-392c2d3d01ef"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1589153494" end:"1610605530" entry:"1601225163" imask:"144.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"d95e9ed3-3eec-4d7f-8284-863b295ea4b3"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1589239894" end:"1610605530" entry:"1601225163" imask:"145.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"c9ea18b9-3416-4d82-a02f-e8c00b206424"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1589326294" end:"1610605530" entry:"1601225163" imask:"146.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"dda42a54-1a1c-459d-8d7c-aa3382e1c28d"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1589412694" end:"1610605530" entry:"1601225163" imask:"147.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"c5f14d88-b053-420a-81ea-b642a70ad37e"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1589499094" end:"1610605530" entry:"1601225163" imask:"148.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"71f95f18-2e25-495a-acd3-eede59536218"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1589585494" end:"1610605530" entry:"1601225163" imask:"149.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"45c76633-b018-47d0-bc40-2e0b34defd5a"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1589671894" end:"1610605530" entry:"1601225163" imask:"150.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"43296b12-30dc-4413-b947-23b09a9a0d2c"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1589758294" end:"1610605530" entry:"1601225163" imask:"151.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"c095ef35-b3ca-415a-be2a-519c7fa53e3d"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1589844694" end:"1610605530" entry:"1601225163" imask:"152.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"df393fa5-1c41-4fca-81bb-99f3f19d97dc"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1589931094" end:"1610605530" entry:"1601225163" imask:"153.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"b29e2fbf-11cf-441a-9bc9-d7b6a508bfe6"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1590017494" end:"1610605530" entry:"1601225163" imask:"154.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"09387006-3a9b-49c6-b901-65432227ac16"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1590103894" end:"1610605530" entry:"1601225163" imask:"155.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"265604c9-64c1-4149-95e0-90deaeb9af85"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1590190294" end:"1610605530" entry:"1601225163" imask:"156.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"4edd357b-f180-4279-a750-0fcb62321df8"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1590276694" end:"1610605530" entry:"1601225163" imask:"157.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"90353309-a2a7-4f8d-a39b-59e991f925c1"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1590363094" end:"1610605530" entry:"1601225163" imask:"158.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"2b8bab00-2533-4048-a929-6b4490bfffbc"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1590449494" end:"1610605530" entry:"1601225163" imask:"159.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"724bfcfd-3bb3-4143-83f9-fa7f7dcb2413"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1590535894" end:"1610605530" entry:"1601225163" imask:"160.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"25452837-95fa-4e70-a2fe-cdf40b9ddcca"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1590622294" end:"1610605530" entry:"1601225163" imask:"161.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"8acc171f-fef4-4884-bad0-600ef91cade7"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1590708694" end:"1610605530" entry:"1601225163" imask:"162.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"00174687-b935-4ff6-8f41-d39d6e4bc12d"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1590795094" end:"1610605530" entry:"1601225163" imask:"163.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"71cc659f-04a5-4394-831b-53a16d76c790"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1590881494" end:"1610605530" entry:"1601225163" imask:"164.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"4fbc4c8e-4f9a-41c7-ae0a-dc3b8e02ac95"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1590967894" end:"1610605530" entry:"1601225163" imask:"165.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"b4b507bb-229b-48b3-9128-6934deac98db"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1591054294" end:"1610605530" entry:"1601225163" imask:"166.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"55ee4b2a-7335-4663-8640-ef9f0968dc10"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1591140694" end:"1610605530" entry:"1601225163" imask:"167.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"82bb2dfe-4f59-4128-b8b2-a41db8c4afcc"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1591227094" end:"1610605530" entry:"1601225163" imask:"168.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"e7fdafd6-90a6-4885-ae5a-0fc1be57a59c"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1591313494" end:"1610605530" entry:"1601225163" imask:"169.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"c135065e-a1ed-4b24-a73c-4bf79bf482e5"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1591399894" end:"1610605530" entry:"1601225163" imask:"170.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"d75939c6-2abb-42a8-a069-a98da39d6043"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1591486294" end:"1610605530" entry:"1601225163" imask:"171.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"15d98f2c-72a5-46d7-9041-fcf63f2314e5"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1591572694" end:"1610605530" entry:"1601225163" imask:"172.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"ffb99220-d793-4af8-8865-1d23063968da"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1591659094" end:"1610605530" entry:"1601225163" imask:"173.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"3ca6887d-f305-450c-b15e-480181da26ab"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1591745494" end:"1610605530" entry:"1601225163" imask:"174.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"30e986f9-1ba5-437a-8d59-7d405a378e32"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1591831894" end:"1610605530" entry:"1601225163" imask:"175.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"c810bbb1-7ae4-4855-8c42-ebb730945da8"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1591918294" end:"1610605530" entry:"1601225163" imask:"176.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"53ed0a2a-b236-4ae8-a353-7bea31c682ea"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1592004694" end:"1610605530" entry:"1601225163" imask:"177.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"9ebe4731-2d19-400a-ab74-b6a618170420"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1592091094" end:"1610605530" entry:"1601225163" imask:"178.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"da72dda3-097c-4483-b183-b4ee736ec3bc"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1592177494" end:"1610605530" entry:"1601225163" imask:"179.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"d7d6aa2b-dc34-4fce-9207-fb7c903fdf94"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1592263894" end:"1610605530" entry:"1601225163" imask:"180.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"ae61baeb-6fa6-4656-bccf-083e104954fa"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1592350294" end:"1610605530" entry:"1601225163" imask:"181.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"d36a8777-c6ee-4e5d-904b-8c60a8d56b6e"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1592436694" end:"1610605530" entry:"1601225163" imask:"182.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"10def367-2754-48e1-b1ef-ac1b3d474383"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1592523094" end:"1610605530" entry:"1601225163" imask:"183.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"a545529d-6e99-4484-b09c-cdc668c84bb0"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1592609494" end:"1610605530" entry:"1601225163" imask:"184.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"f15f4577-3f4d-4738-8bc0-d04505c528a8"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1592695894" end:"1610605530" entry:"1601225163" imask:"185.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"2f9a65f1-de7a-4862-b04b-cc27fd39776d"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1592782294" end:"1610605530" entry:"1601225163" imask:"186.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"5b17d70a-1951-4350-bd41-341b62f783cc"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1592868694" end:"1610605530" entry:"1601225163" imask:"187.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"3a5cce5c-4dab-46e9-a526-59335fa889fb"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1592955094" end:"1610605530" entry:"1601225163" imask:"188.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"798c2872-a09b-40f9-a5e0-6d1f9b8ef7d2"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1593041494" end:"1610605530" entry:"1601225163" imask:"189.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"c50ec7ad-bf3b-401a-9ecb-fb9ae90a792e"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1593127894" end:"1610605530" entry:"1601225163" imask:"190.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"24ec6c15-5f38-4f78-83bf-db490399b328"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1593214294" end:"1610605530" entry:"1601225163" imask:"191.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"9a166479-ea73-4963-a312-72afc300b02a"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1593300694" end:"1610605530" entry:"1601225163" imask:"192.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"781820a9-120b-43d2-9715-60df1e0f411f"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1593387094" end:"1610605530" entry:"1601225163" imask:"193.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"e96a335b-4cb7-4831-a34e-7736ab49848c"]
[description:"Implement in C++ a search, sort, dynamic programming, or graph algorithm" due:"1593473494" end:"1610605530" entry:"1601225163" imask:"194.000000" modified:"1610605530" parent:"471d3813-fb32-44e7-8bdf-6a94c26685fa" priority:"H" project:"algorithmia" recur:"daily" rtype:"periodic" status:"deleted" uuid:"7879ed4f-e52f-4b59-a329-1fee56322013"]
